iter	Logloss
166	0.598075014
167	0.5980350307
168	0.5980011021
169	0.5979666922
170	0.5979325544
171	0.5978929269
172	0.5978584752
173	0.5978333357
174	0.5977941057
175	0.5977549177
176	0.5977270438
177	0.5976872907
178	0.5976290667
179	0.597588351
180	0.5975130511
181	0.5974828404
182	0.597450565
183	0.5974180385
184	0.5973814941
185	0.5973350307
186	0.5972727818
187	0.5972355957
188	0.597195738
189	0.5971569475
190	0.5971127441
191	0.5970581055
192	0.5970317174
193	0.5969981724
194	0.5969737653
195	0.5969375558
196	0.5968973633
197	0.5968731027
198	0.596836642
199	0.5968035575
200	0.5967722238
201	0.5967367257
202	0.5966974051
203	0.5966472028
204	0.5966140765
205	0.5965628836
206	0.5965276995
207	0.5965075893
208	0.5964764021
209	0.5964265625
210	0.5964018834
211	0.5963773158
212	0.5963014858
213	0.5962804827
214	0.5962461286
215	0.5962171666
216	0.5961927665
217	0.5961600167
218	0.5961242676
219	0.5960995466
220	0.5960815709
221	0.596045738
222	0.5960059082
223	0.5959874372
224	0.5959747489
225	0.5959442104
226	0.5959261649
227	0.5959047921
228	0.5958728237
229	0.5958440778
230	0.5958089286
231	0.5957851842
232	0.5957560338
233	0.5957170271
234	0.595690353
235	0.5956510882
236	0.5956223284
237	0.5956012137
238	0.5955688198
239	0.5955488839
240	0.5955311942
241	0.5955163783
242	0.59549744
243	0.5954804408
244	0.5954622559
245	0.5954461286
246	0.5954319336
247	0.5954054339
248	0.5953779506
249	0.5953542201
250	0.5953116141
251	0.5952931989
252	0.5952529576
253	0.5952344796
254	0.5952145647
255	0.5951976283
256	0.5951776925
257	0.5951388532
258	0.595121861
259	0.5951038574
260	0.5950747977
261	0.5950441406
262	0.5950274833
263	0.5950012486
264	0.594955406
265	0.5949404227
266	0.5949238421
267	0.5948933036
268	0.5948767997
269	0.5948351772
270	0.5948178013
271	0.5948040388
272	0.5947884975
273	0.5947516462
274	0.5947250837
275	0.5946792062
276	0.5946618025
277	0.5946424595
278	0.594577832
279	0.594521875
280	0.594507659
281	0.5944872838
282	0.594469873
283	0.5944475237
284	0.5944252999
285	0.5944114607
286	0.5943952079
287	0.5943686523
288	0.5943442941
289	0.5943104422
290	0.5942948242
291	0.5942657227
292	0.5942546875
293	0.5942443708
294	0.5942231934
295	0.5941990723
296	0.5941746722
297	0.5941497907
298	0.5941182408
299	0.5941049805
300	0.5940903599
301	0.5940337472
302	0.5940004255
303	0.5939705706
304	0.5939547433
305	0.5939423549
306	0.5939259766
307	0.593906236
308	0.5938751883
309	0.5938586147
310	0.593840353
311	0.5938163644
312	0.5938011998
313	0.5937579799
314	0.593741476
315	0.5937285435
316	0.593712228
317	0.5936727609
318	0.5936592494
319	0.593646031
320	0.5936161133
321	0.5936043527
322	0.5935887207
323	0.5935779715
324	0.5935493513
325	0.5935348703
326	0.5935106306
327	0.5934958217
328	0.5934609584
329	0.5934140904
330	0.5933996931
331	0.5933834403
332	0.5933699847
333	0.5933467773
334	0.5933211356
335	0.5933082171
336	0.5932905971
337	0.5932793736
338	0.593266197
339	0.5932476214
340	0.5932251465
341	0.5931945592
342	0.5931794643
343	0.5931495326
344	0.5931292759
345	0.5931136998
346	0.5930917271
347	0.5930713379
348	0.593056543
349	0.5930234026
350	0.5930080008
351	0.5929815848
352	0.5929546526
353	0.5929298968
354	0.592902002
355	0.5928680525
356	0.5928516602
357	0.5928273786
358	0.5927780762
359	0.5927614816
360	0.592749149
361	0.5927323661
362	0.5927128069
363	0.5927021484
364	0.5926932478
365	0.5926802176
366	0.5926582589
367	0.5926189453
368	0.592608803
369	0.5925924944
370	0.5925669713
371	0.5925490513
372	0.5925385672
373	0.5925271624
374	0.5924736886
375	0.5924589983
376	0.5924301549
377	0.5924156948
378	0.5923973424
379	0.5923878767
380	0.5923654785
381	0.5923442243
382	0.592308531
383	0.5922604213
384	0.5922523158
385	0.5922404367
386	0.5922269392
387	0.5922155273
388	0.5921986747
389	0.5921791364
390	0.5921641741
391	0.5921506906
392	0.5921380929
393	0.5921267718
394	0.5921207868
395	0.5921117536
396	0.5920964425
397	0.5920820243
398	0.5920623186
399	0.5920491769
400	0.5920358468
401	0.5920189732
402	0.5920079171
403	0.5919984933
404	0.5919832799
405	0.5919730748
406	0.5919510533
407	0.5919300223
408	0.5919181152
409	0.5919049944
410	0.5918910854
411	0.5918614049
412	0.591850865
413	0.5918404785
414	0.5917990792
415	0.5917789551
416	0.5917547712
417	0.591745452
418	0.5917260672
419	0.5917160645
420	0.5917042201
421	0.5916959124
422	0.5916848493
423	0.59167613
424	0.5916645857
425	0.591630678
426	0.5916220354
427	0.5916013672
428	0.5915921177
429	0.5915820173
430	0.5915752232
431	0.59156506
432	0.591553118
433	0.5915444685
434	0.5915334473
435	0.5915184012
436	0.5914997977
437	0.5914840262
438	0.5914723842
439	0.5914138672
440	0.591405127
441	0.5913801688
442	0.5913597866
443	0.5913352469
444	0.591311921
445	0.5912689523
446	0.5912532157
447	0.5912436175
448	0.5912284598
449	0.591202832
450	0.5911907924
451	0.5911725586
452	0.5911270926
453	0.5911127651
454	0.5910950823
455	0.5910623675
456	0.5910349261
457	0.591023856
458	0.5910106934
459	0.5910014439
460	0.5909879604
461	0.5909763951
462	0.590967055
463	0.5909570661
464	0.5909461356
465	0.5909352748
466	0.5909044434
467	0.590889195
468	0.5908750209
469	0.5908612026
470	0.5908290667
471	0.5908179548
472	0.5907981934
473	0.5907828962
474	0.5907551618
475	0.5907118792
476	0.5907009277
477	0.5906784319
478	0.5906665876
479	0.5906531599
480	0.5906462891
481	0.5906299247
482	0.5906190848
483	0.590608517
484	0.5905970912
485	0.5905808664
486	0.5905284598
487	0.5905183384
488	0.5905083566
489	0.5904938198
490	0.5904728446
491	0.5904603725
492	0.590441748
493	0.5904292899
494	0.5904185268
495	0.5904076032
496	0.5903996512
497	0.5903667969
498	0.5903571917
499	0.5903440011
500	0.5903268624
501	0.5903135603
502	0.5902975586
503	0.5902820661
504	0.5902727679
505	0.5902611677
506	0.5902447475
507	0.5902231027
508	0.59019744
509	0.590189502
510	0.5901723005
511	0.5901597935
512	0.5901489118
513	0.590136935
514	0.5901263742
515	0.590102002
516	0.590092627
517	0.5900851563
518	0.5900785714
519	0.5900614607
520	0.5900487863
521	0.5900373186
522	0.5900260603
523	0.5900076172
524	0.5899857492
525	0.5899702497
526	0.5899471261
527	0.5899086635
528	0.5898990932
529	0.5898726981
530	0.5898205427
531	0.5898043318
532	0.5897913435
533	0.5897741071
534	0.5897535854
535	0.5897416085
536	0.5897259626
537	0.5897112444
538	0.5896972307
539	0.589688058
540	0.58968012
541	0.5896664272
542	0.5896581892
543	0.5896473493
544	0.589606543
545	0.5895973703
546	0.589583531
547	0.5895637486
548	0.5895521903
549	0.5895179618
550	0.5895023437
551	0.5894915248
552	0.5894782924
553	0.5894522461
554	0.5894412319
555	0.5894329311
556	0.5894242327
557	0.5894102748
558	0.5893985352
559	0.5893876465
560	0.5893512068
561	0.5893396345
562	0.5893194057
563	0.5892984654
564	0.589287514
565	0.5892705706
566	0.589240053
567	0.5892308315
568	0.5892214355
569	0.5892015834
570	0.5891949079
571	0.5891778111
572	0.589158817
573	0.589145445
574	0.5891383161
575	0.5890970006
576	0.5890628627
577	0.5890207799
578	0.5890067941
579	0.5889963239
580	0.5889872489
581	0.5889691406
582	0.5889567801
583	0.5889342425
584	0.5889137835
585	0.5889062081
586	0.5888747489
587	0.5888644741
588	0.5888498047
589	0.5888338588
590	0.5887952497
591	0.5887806641
592	0.5887705845
593	0.5887601423
594	0.5887497698
595	0.5887359235
596	0.5887245257
597	0.5887065569
598	0.588700844
599	0.5886871373
600	0.588677274
601	0.5886643973
602	0.588647433
603	0.5886379604
604	0.5886329381
605	0.5886071359
606	0.5885842634
607	0.5885679548
608	0.5885554548
609	0.5885460031
610	0.5885339704
611	0.5885241141
612	0.5885116839
613	0.5884970703
614	0.5884831961
615	0.5884755511
616	0.5884593471
617	0.5884461356
618	0.5884323591
619	0.5884241002
620	0.5884114746
621	0.5883988281
622	0.5883890974
623	0.5883797573
624	0.5883657645
625	0.5883528809
626	0.5883277065
627	0.5883132464
628	0.5883047642
629	0.5882820731
630	0.5882729701
631	0.5882608119
632	0.5882359515
633	0.5882067104
634	0.5881791713
635	0.5881708357
636	0.5881534947
637	0.5881411691
638	0.5881331752
639	0.588121875
640	0.5881067383
641	0.5880919922
642	0.5880701242
643	0.5880618583
644	0.5880286063
645	0.5880155971
646	0.5880081613
647	0.5879872628
648	0.5879657994
649	0.587949728
650	0.5879423479
651	0.5879327009
652	0.5879033064
653	0.5878773717
654	0.5878666574
655	0.5878561175
656	0.5878446498
657	0.5878337751
658	0.5878240513
659	0.587816483
660	0.5878060268
661	0.5877910924
662	0.5877540876
663	0.5877449149
664	0.5877302386
665	0.5877138253
666	0.5877007464
667	0.5876929618
668	0.5876633231
669	0.5876222307
670	0.5876074498
671	0.5875974888
672	0.5875829171
673	0.5875685686
674	0.5875547852
675	0.5875457729
676	0.5875334891
677	0.5875166016
678	0.5874994699
679	0.5874852469
680	0.587474714
681	0.5874602609
682	0.5874316197
683	0.5874178292
684	0.5873996233
685	0.5873805873
686	0.5873697893
687	0.5873366839
688	0.5873258998
689	0.587309103
690	0.5872902902
691	0.5872699219
692	0.5872519252
693	0.5872118443
694	0.5871984584
695	0.5871838239
696	0.587174728
697	0.5871578055
698	0.58713351
699	0.5871144113
700	0.5870940081
701	0.5870665179
702	0.5870441685
703	0.5870321917
704	0.5870142927
705	0.5869955218
706	0.5869522461
707	0.5869368792
708	0.5869260742
709	0.5869119768
710	0.5869018694
711	0.5868879674
712	0.5868740444
713	0.5868591099
714	0.5868410435
715	0.5868210031
716	0.5868053781
717	0.5867820173
718	0.5867584891
719	0.5867467076
720	0.5867330078
721	0.5867168666
722	0.5867053153
723	0.5866811663
724	0.586645738
725	0.586636091
726	0.5866009138
727	0.5865928013
728	0.5865563686
729	0.5865418666
730	0.5865170619
731	0.5865021415
732	0.5864877302
733	0.5864757812
734	0.5864483189
735	0.5864249581
736	0.5863931501
737	0.5863744838
738	0.5863521833
739	0.586339495
740	0.5863284459
741	0.5863197614
742	0.5863067801
743	0.5862975725
744	0.586279555
745	0.5862629674
746	0.5862277065
747	0.5862153669
748	0.5861994489
749	0.5861671177
750	0.5861572614
751	0.5861469448
752	0.5861137207
753	0.5860954171
754	0.5860824079
755	0.5860681013
756	0.5860585868
757	0.5860432896
758	0.5860265974
759	0.5859967843
760	0.5859809501
761	0.5859682617
762	0.5859506696
763	0.5859407366
764	0.5859311872
765	0.5859195801
766	0.5858921666
767	0.5858831613
768	0.5858685407
769	0.5858446289
770	0.5858189035
771	0.5858029297
772	0.5857705845
773	0.5857536412
774	0.5857406041
775	0.5857178292
776	0.5857025879
777	0.5856916713
778	0.5856821498
779	0.5856694964
780	0.5856603585
781	0.5856358677
782	0.5856244489
783	0.5855956822
784	0.5855677804
785	0.5855584682
786	0.585544873
787	0.5855302107
788	0.5855209473
789	0.5855090402
790	0.5855005859
791	0.5854874023
792	0.5854750977
793	0.5854655692
794	0.5854511719
795	0.5854180385
796	0.5854065778
797	0.5853924735
798	0.5853797363
799	0.5853680525
800	0.5853563058
801	0.585345452
802	0.5853330427
803	0.5853233259
804	0.5853126604
805	0.585303683
806	0.5852887347
807	0.5852796177
808	0.5852620326
809	0.5852413086
810	0.5852284459
811	0.5852166295
812	0.5852056292
813	0.5851853376
814	0.5851721191
815	0.5851514858
816	0.5851421526
817	0.5851261091
818	0.5851163156
819	0.5851054408
820	0.585086377
821	0.5850585938
822	0.5850456194
823	0.5850350586
824	0.5850053083
825	0.5849797433
826	0.5849619838
827	0.5849455218
828	0.5849337472
829	0.584916762
830	0.5849053013
831	0.5848933524
832	0.5848779576
833	0.5848663714
834	0.5848569266
835	0.5848483608
836	0.5848367676
837	0.5848123605
838	0.5847987932
839	0.5847857073
840	0.5847753627
841	0.5847668806
842	0.5847540039
843	0.5847439383
844	0.5847226004
845	0.5847118652
846	0.5847001674
847	0.5846667411
848	0.5846587402
849	0.584650558
850	0.5846373814
851	0.584626981
852	0.5846172294
853	0.5846038783
854	0.5845886161
855	0.5845770926
856	0.5845677386
857	0.5845566406
858	0.58452387
859	0.5845089634
860	0.5844992676
861	0.5844836984
862	0.5844746722
863	0.5844635672
864	0.5844436244
865	0.5844344378
866	0.584407394
867	0.5843969169
868	0.5843900391
869	0.5843795829
870	0.5843667759
871	0.5843553153
872	0.5843429897
873	0.5843298828
874	0.5843207589
875	0.5843044713
876	0.5842885951
877	0.5842763114
878	0.5842583078
879	0.5842446847
880	0.5842346889
881	0.5842106166
882	0.5841821498
883	0.5841723284
884	0.5841603795
885	0.5841537737
886	0.5841436593
887	0.5841352748
888	0.5841254116
889	0.5841127162
890	0.5841005092
891	0.5840901088
892	0.584068478
893	0.5840580287
894	0.5840438198
895	0.5840292132
896	0.5840200265
897	0.5840088588
898	0.583990067
899	0.5839805804
900	0.5839618373
901	0.5839370047
902	0.5839292201
903	0.583923591
904	0.5839130232
905	0.5839040458
906	0.5838941406
907	0.5838753836
908	0.5838630511
909	0.5838488839
910	0.583840053
911	0.5838302804
912	0.5838191197
913	0.5837975377
914	0.5837843262
915	0.5837717006
916	0.5837554408
917	0.5837462681
918	0.5837245884
919	0.5837155134
920	0.5837041085
921	0.5836953195
922	0.583684103
923	0.5836733538
924	0.5836466378
925	0.5836319754
926	0.5836250907
927	0.5836049107
928	0.5835926828
929	0.5835826869
930	0.5835718541
931	0.5835602748
932	0.5835414621
933	0.5835296875
934	0.583518757
935	0.5834980329
936	0.5834842425
937	0.5834709542
938	0.5834623605
939	0.5834439035
940	0.5834309082
941	0.5834208984
942	0.5834122768
943	0.5834020438
944	0.5833831752
945	0.5833745187
946	0.5833605259
947	0.5833447545
948	0.5833337193
949	0.5833223842
950	0.5833118862
951	0.5833033064
952	0.5832916922
953	0.5832814174
954	0.5832681013
955	0.5832553083
956	0.58324631
957	0.5832352748
958	0.5832262207
959	0.583209382
960	0.5831981655
961	0.5831879116
962	0.583168457
963	0.5831575056
964	0.583146017
965	0.583136377
966	0.583127002
967	0.5831114886
968	0.5831041016
969	0.583078418
970	0.5830668387
971	0.5830551828
972	0.5830429967
973	0.5830334194
974	0.5830217843
975	0.5830135114
976	0.5830042829
977	0.5829929269
978	0.5829802944
979	0.5829742118
980	0.5829602121
981	0.5829460379
982	0.5829262347
983	0.5829138393
984	0.5829056013
985	0.5828946568
986	0.582885805
987	0.5828764369
988	0.5828635114
989	0.5828538644
990	0.5828445173
991	0.5828345982
992	0.582810498
993	0.5827998605
994	0.5827881069
995	0.5827787737
996	0.5827647949
997	0.5827589425
998	0.5827451451
999	0.5827325544
1000	0.5827087193
1001	0.5827028669
1002	0.5826939662
1003	0.5826869001
1004	0.5826756278
1005	0.5826655064
1006	0.5826536621
1007	0.582642041
1008	0.5826328265
1009	0.5826211077
1010	0.5826044573
1011	0.5825951102
1012	0.5825788993
1013	0.5825646415
1014	0.5825567174
1015	0.5825495605
1016	0.5825366839
1017	0.5825282227
1018	0.582520731
1019	0.5825115932
1020	0.5825008161
1021	0.5824866071
1022	0.5824752232
1023	0.5824677874
1024	0.5824584682
1025	0.5824469796
1026	0.5824358538
1027	0.582425007
1028	0.5824169364
1029	0.5824068499
1030	0.5823973284
1031	0.5823789411
1032	0.582369608
1033	0.5823629883
1034	0.5823566267
1035	0.5823448033
1036	0.5823392578
1037	0.5823270578
1038	0.5823175293
1039	0.5823074009
1040	0.5822914411
1041	0.5822783622
1042	0.5822702358
1043	0.5822610003
1044	0.5822500767
1045	0.5822368164
1046	0.5822279715
1047	0.5822151018
1048	0.5822112514
1049	0.5821887486
1050	0.5821815151
1051	0.5821687081
1052	0.5821600167
1053	0.5821487444
1054	0.5821379534
1055	0.5821255232
1056	0.5821052386
1057	0.5820948103
1058	0.5820843959
1059	0.5820699568
1060	0.5820601772
1061	0.5820464007
1062	0.5820349819
1063	0.5820223912
1064	0.582014209
1065	0.5819996931
1066	0.581991183
1067	0.5819755999
1068	0.5819595494
1069	0.5819508231
1070	0.5819385393
1071	0.5819308454
1072	0.5819241002
1073	0.5819156599
1074	0.5819035226
1075	0.5818930664
1076	0.5818740025
1077	0.5818662319
1078	0.5818502162
1079	0.581839481
1080	0.5818242118
1081	0.581817041
1082	0.5818083217
1083	0.5818009277
1084	0.5817935198
1085	0.5817818848
1086	0.5817763532
1087	0.5817666853
1088	0.581756822
1089	0.5817479911
1090	0.5817395857
1091	0.5817305664
1092	0.5817238072
1093	0.5817177734
1094	0.5817048968
1095	0.5816939383
1096	0.581688065
1097	0.5816758859
1098	0.5816704311
1099	0.5816627372
1100	0.5816440918
1101	0.58163238
1102	0.5816255301
1103	0.5816116629
1104	0.5816000907
1105	0.5815887835
1106	0.5815798061
1107	0.5815632882
1108	0.5815529925
1109	0.5815437919
1110	0.581535226
1111	0.5815232701
1112	0.5815129116
1113	0.5815046805
1114	0.5814936523
1115	0.5814825335
1116	0.5814746791
1117	0.5814608677
1118	0.581454827
1119	0.5814420829
1120	0.5814334612
1121	0.5814233259
1122	0.5814140206
1123	0.5814026437
1124	0.5813951102
1125	0.581387486
1126	0.5813776995
1127	0.5813627162
1128	0.5813532994
1129	0.5813411621
1130	0.5813330008
1131	0.581325279
1132	0.5813158203
1133	0.5813082241
1134	0.5813005859
1135	0.581290611
1136	0.5812806083
1137	0.5812705008
1138	0.5812639718
1139	0.5812575823
1140	0.5812444754
1141	0.5812331961
1142	0.5812256487
1143	0.5812163016
1144	0.581205685
1145	0.5811987026
1146	0.5811924526
1147	0.5811857631
1148	0.5811762416
1149	0.5811662946
1150	0.581157394
1151	0.5811442732
1152	0.5811326869
1153	0.5811274554
1154	0.581115625
1155	0.5811061035
1156	0.5810902902
1157	0.5810782087
1158	0.5810699358
1159	0.5810607422
1160	0.5810548898
1161	0.5810436384
1162	0.5810370396
1163	0.5810271554
1164	0.5810173689
1165	0.5810101981
1166	0.58099857
1167	0.5809890904
1168	0.580975858
1169	0.5809663365
1170	0.5809564732
1171	0.5809461844
1172	0.5809397112
1173	0.5809303641
1174	0.5809228864
1175	0.5809161761
1176	0.5809084821
1177	0.5808998186
1178	0.580889774
1179	0.580880392
1180	0.5808727539
1181	0.5808635324
1182	0.5808547015
1183	0.5808458287
1184	0.5808365862
1185	0.5808237305
1186	0.5808072475
1187	0.5807976772
1188	0.5807919713
1189	0.5807824847
1190	0.5807677107
1191	0.5807592146
1192	0.5807501186
1193	0.5807406599
1194	0.5807307129
1195	0.5807223145
1196	0.5807137626
1197	0.5807053083
1198	0.5806967355
1199	0.5806876256
1200	0.5806781041
1201	0.5806720982
1202	0.5806663016
1203	0.5806568848
1204	0.5806488351
1205	0.5806406948
1206	0.5806330078
1207	0.5806223703
1208	0.5806130371
1209	0.5806040597
1210	0.5805892927
1211	0.5805809919
1212	0.5805645996
1213	0.5805510114
1214	0.5805441895
1215	0.5805346261
1216	0.5805168945
1217	0.5805039202
1218	0.5804940011
1219	0.580484654
1220	0.5804748117
1221	0.5804645717
1222	0.5804550502
1223	0.5804445871
1224	0.580437493
1225	0.5804278809
1226	0.5804205915
1227	0.5804132882
1228	0.5804042271
1229	0.5803969029
1230	0.5803867118
1231	0.580380671
1232	0.580376423
1233	0.580368457
1234	0.5803574568
1235	0.5803516671
1236	0.5803444894
1237	0.5803359445
1238	0.580328983
1239	0.5803230539
1240	0.5803182617
1241	0.5803083636
1242	0.5803004813
1243	0.5802926897
1244	0.5802799805
1245	0.5802696708
1246	0.5802629464
1247	0.5802574707
1248	0.5802423619
1249	0.5802344517
1250	0.5802238351
1251	0.580207101
1252	0.5801981794
1253	0.5801887416
1254	0.5801760045
1255	0.5801682059
1256	0.5801579171
1257	0.5801495117
1258	0.5801385882
1259	0.5801306431
1260	0.5801218541
1261	0.5801132394
1262	0.5801070243
1263	0.5800935617
1264	0.5800838239
1265	0.5800735421
1266	0.5800655901
1267	0.580059661
1268	0.5800481445
1269	0.5800376535
1270	0.5800219308
1271	0.5800138044
1272	0.580006529
1273	0.5799958566
1274	0.5799870326
1275	0.5799814732
1276	0.5799687081
1277	0.5799591309
1278	0.5799478237
1279	0.5799360142
1280	0.5799254674
1281	0.5799146345
1282	0.5799075753
1283	0.57989518
1284	0.5798910575
1285	0.5798842773
1286	0.5798735352
1287	0.5798613281
1288	0.579852832
1289	0.5798410645
1290	0.579835498
1291	0.5798246791
1292	0.5798180804
1293	0.5798076242
1294	0.5798002093
1295	0.5797883022
1296	0.5797807826
1297	0.5797745187
1298	0.5797644182
1299	0.5797570592
1300	0.5797475795
1301	0.5797412598
1302	0.5797351981
1303	0.5797179478
1304	0.5797077358
1305	0.5797004953
1306	0.5796932826
1307	0.5796811593
1308	0.5796695731
1309	0.5796582868
1310	0.5796489886
1311	0.5796378418
1312	0.5796260463
1313	0.5796108119
1314	0.5796013463
1315	0.5795894043
1316	0.5795828613
1317	0.5795705357
1318	0.5795631766
1319	0.5795560826
1320	0.5795475237
1321	0.5795406808
1322	0.5795300711
1323	0.5795240723
1324	0.5795158691
1325	0.5795083566
1326	0.5794994489
1327	0.5794886719
1328	0.5794754046
1329	0.5794629534
1330	0.5794527693
1331	0.5794461356
1332	0.5794396903
1333	0.5794297712
1334	0.5794205008
1335	0.5794151158
1336	0.579404541
1337	0.5793958775
1338	0.5793884138
1339	0.5793776646
1340	0.579367055
1341	0.5793604074
1342	0.5793498326
1343	0.5793433594
1344	0.5793349191
1345	0.5793291434
1346	0.5793151576
1347	0.5793035505
1348	0.5792984724
1349	0.579284361
1350	0.5792747349
1351	0.5792673689
1352	0.5792553083
1353	0.579241748
1354	0.5792349679
1355	0.5792274623
1356	0.5792202776
1357	0.5792118443
1358	0.5792051758
1359	0.5791978795
1360	0.5791893555
1361	0.5791810407
1362	0.579173005
1363	0.5791607771
1364	0.579149135
1365	0.5791363281
1366	0.5791253069
1367	0.5791116908
1368	0.5791005162
1369	0.5790885393
1370	0.579078683
1371	0.5790665667
1372	0.5790574009
1373	0.5790449637
1374	0.5790360561
1375	0.5790250698
1376	0.5790188128
1377	0.579009361
1378	0.5790033133
1379	0.5789954102
1380	0.5789831752
1381	0.5789756348
1382	0.5789597307
1383	0.5789486677
1384	0.5789399344
1385	0.5789277204
1386	0.5789197545
1387	0.5789107282
1388	0.5789056083
1389	0.5788999791
1390	0.5788885812
1391	0.5788774275
1392	0.5788715541
1393	0.5788623744
1394	0.5788508929
1395	0.5788368862
1396	0.5788244699
1397	0.5788139858
1398	0.5788057059
1399	0.5787961984
1400	0.5787869489
1401	0.5787770438
1402	0.5787682199
1403	0.5787588449
1404	0.5787513532
1405	0.5787401437
1406	0.5787347447
1407	0.5787236328
1408	0.5787170619
1409	0.5787095285
1410	0.5787028251
1411	0.5786963449
1412	0.5786827009
1413	0.578673019
1414	0.5786659947
1415	0.5786564453
1416	0.5786464146
1417	0.5786367815
1418	0.5786279436
1419	0.5786214007
1420	0.5786126046
1421	0.5786053223
1422	0.5785929129
1423	0.578585798
1424	0.5785769322
1425	0.5785668945
1426	0.578558517
1427	0.5785512765
1428	0.5785430734
1429	0.5785363211
1430	0.5785239676
1431	0.5785188337
1432	0.5785092913
1433	0.5784980748
1434	0.5784925293
1435	0.5784794782
1436	0.5784729213
1437	0.5784645647
1438	0.5784574847
1439	0.5784447405
1440	0.5784345703
1441	0.5784251116
1442	0.5784166434
1443	0.5784094238
1444	0.5783925363
1445	0.578381829
1446	0.5783731794
1447	0.5783640625
1448	0.5783535645
1449	0.5783464286
1450	0.5783345145
1451	0.5783256278
1452	0.5783148298
1453	0.5783033064
1454	0.578293178
1455	0.5782871512
1456	0.5782816546
1457	0.5782751953
1458	0.5782693987
1459	0.5782597796
1460	0.5782495047
1461	0.5782383022
1462	0.5782275112
1463	0.5782196638
1464	0.578208817
1465	0.578201981
1466	0.5781918527
1467	0.5781842634
1468	0.5781750279
1469	0.5781695382
1470	0.5781609724
1471	0.578153983
1472	0.5781458147
1473	0.5781378278
1474	0.5781283343
1475	0.578118736
1476	0.5781116629
1477	0.5781008092
1478	0.5780916225
1479	0.5780813058
1480	0.5780742187
1481	0.5780617885
1482	0.5780505371
1483	0.5780430943
1484	0.5780360282
1485	0.5780261579
1486	0.5780179408
1487	0.5780097168
1488	0.57800256
1489	0.5779956752
1490	0.5779870605
1491	0.5779777972
1492	0.577966483
1493	0.5779563825
1494	0.5779507882
1495	0.5779433245
1496	0.5779389648
1497	0.5779335937
1498	0.5779249302
1499	0.5779187988
